agent_budget,cost_usd,created_at,cumulative_cost_usd,effective_boldness,evolution_kind,genotype_lines,goal_id,goal_label,gradient_chars,has_gradient,iteration,n_parents,novelty_score,overall_score,overall_score_uncapped,parent_score,parent_uuids,qd_descriptor,qd_score,scope_band,stagnation,success_rate,uuid,wall_time_s
5,0.5914148216,2026-06-14T07:08:14,1.5739155136000003,0.660596983300315,mutation,224,d42610a2,elk_homerange,972,True,2,1,0.4801620096962645,0.4951,0.4951,0.8157,20260614_060829_fb77e635,"[0.21666666666666667, -0.033333333333333326, -0.11666666666666667, 0.21666666666666667, -0.2833333333333333, 0.0]",0.4913655024240661,"EXPLORATION (Macro Structural Mutation):
- Objective: Break out of a severe local minimum or chronic structural failure.
- Scope: Mutate the graph topology. Add a new specialized agent, merge two redundant agents, or change the routing logic.
- Invariance: Keep the fundamental task goal, but completely change the operational workflow.
- Strategy: Restructure the cognitive pipeline. Introduce parallel processing, voting consensus, or multi-step validation loops.",0.660596983300315,0.2,20260614_064058_b3f1d33b,1652.611
5,0.616455376,2026-06-14T07:25:50,2.1903708896000005,0.660596983300315,crossover,247,d42610a2,elk_homerange,1010,True,3,2,0.24008100484813225,0.4875,0.4875,0.8157,20260614_064058_b3f1d33b;20260614_060829_fb77e635,"[0.21666666666666667, -0.033333333333333326, -0.11666666666666667, 0.21666666666666667, -0.2833333333333333, 0.0]",0.490625,"EXPLORATION (Macro Structural Mutation):
- Objective: Break out of a severe local minimum or chronic structural failure.
- Scope: Mutate the graph topology. Add a new specialized agent, merge two redundant agents, or change the routing logic.
- Invariance: Keep the fundamental task goal, but completely change the operational workflow.
- Strategy: Restructure the cognitive pipeline. Introduce parallel processing, voting consensus, or multi-step validation loops.",0.660596983300315,0.2,20260614_070831_f1277353,1070.225
,,,,,,0,unknown,unknown,0,False,,0,,,,,,null,,,,,20260614_072622_b759fb29,
2,1.2756405888,2026-06-14T08:00:18,3.4660114784000005,0.4969825347264606,mutation,284,d42610a2,elk_homerange,860,True,5,1,0.16005400323208815,0.4875,0.4875,0.4875,20260614_070831_f1277353,"[0.21666666666666667, -0.033333333333333326, -0.11666666666666667, 0.21666666666666667, -0.2833333333333333, 0.0]",0.4489583333333333,"ALIGNMENT (Interface Optimization):
- Objective: Smooth out execution friction and coordination errors between nodes.
- Scope: Update agent handoff prompts, context-passing schemas, or tool usage instructions.
- Invariance: Keep the macro-topology and core agent identities exactly as they are.
- Strategy: Focus heavily on clarifying the input/output boundaries and communication contracts between agents.",0.4969825347264606,0.2,20260614_072935_f4315c51,1867.546
,,,,,,0,unknown,unknown,0,False,,0,,,,,,null,,,,,20260614_080043_163d54e6,
,,,,,,0,unknown,unknown,0,False,,0,,,,,,null,,,,,20260614_080538_9a861ac6,
4,1.17644074,2026-06-14T08:44:57,4.642452218400001,0.42853993177413924,crossover,295,d42610a2,elk_homerange,736,True,8,2,0.6103772861572767,0.7523,0.7523,0.4875,20260614_072935_f4315c51;20260614_064058_b3f1d33b,"[0.0016666666666666496, -0.24833333333333335, 0.4183333333333333, 0.12666666666666665, -0.29833333333333334, 0.0]",0.814225,"ALIGNMENT (Interface Optimization):
- Objective: Smooth out execution friction and coordination errors between nodes.
- Scope: Update agent handoff prompts, context-passing schemas, or tool usage instructions.
- Invariance: Keep the macro-topology and core agent identities exactly as they are.
- Strategy: Focus heavily on clarifying the input/output boundaries and communication contracts between agents.",0.42853993177413924,0.2,20260614_080814_8ef5cf82,2222.79
2,0.5380009384,2026-06-14T09:10:05,5.1804531568000005,0.37693958812289763,mutation,358,d42610a2,elk_homerange,1460,True,9,1,0.5178295441023513,0.7032,0.7032,0.7523,20260614_080814_8ef5cf82,"[0.021666666666666667, -0.22833333333333333, 0.4383333333333333, 0.14666666666666667, -0.3783333333333333, 0.0]",0.7394940424251475,"ALIGNMENT (Interface Optimization):
- Objective: Smooth out execution friction and coordination errors between nodes.
- Scope: Update agent handoff prompts, context-passing schemas, or tool usage instructions.
- Invariance: Keep the macro-topology and core agent identities exactly as they are.
- Strategy: Focus heavily on clarifying the input/output boundaries and communication contracts between agents.",0.37693958812289763,0.2,20260614_084518_2778c06d,1515.222
2,0.5113302888,2026-06-14T09:31:01,5.6917834456000005,0.37693958812289763,crossover,371,d42610a2,elk_homerange,1356,True,10,2,0.4567853088982307,0.8012,0.8012,0.7523,20260614_084518_2778c06d;20260614_080814_8ef5cf82,"[-0.04833333333333334, -0.04833333333333334, 0.3683333333333333, 0.07666666666666666, -0.34833333333333333, 0.0]",0.8185989993891863,"ALIGNMENT (Interface Optimization):
- Objective: Smooth out execution friction and coordination errors between nodes.
- Scope: Update agent handoff prompts, context-passing schemas, or tool usage instructions.
- Invariance: Keep the macro-topology and core agent identities exactly as they are.
- Strategy: Focus heavily on clarifying the input/output boundaries and communication contracts between agents.",0.37693958812289763,0.2,20260614_091033_5ae42589,1252.237
,,,,,,0,unknown,unknown,0,False,,0,,,,,,null,,,,,20260614_093126_af3ed5f8,
,,,,,,0,unknown,unknown,0,False,,0,,,,,,null,,,,,20260614_093328_444313db,
,,,,,,0,unknown,unknown,0,False,,0,,,,,,null,,,,,20260614_093928_ad6a4c0a,
,,,,,,0,unknown,unknown,0,False,,0,,,,,,null,,,,,20260614_094316_31e7f6e8,
6,0.6414603463999999,2026-06-14T10:12:06,6.333243792,1.0,crossover,404,d42610a2,elk_homerange,1220,True,15,2,0.39353332775302546,0.7739,0.7739,0.8012,20260614_091033_5ae42589;20260614_084518_2778c06d,"[0.17333333333333334, -0.07666666666666666, 0.2566666666666667, -0.07666666666666666, -0.27666666666666667, 0.0]",0.7649654566991344,"RE-SPECIATION (Systemic Paradigm Shift):
- Objective: The current evolutionary branch is a dead end. Escape entirely.
- Scope: Clean-slate redesign of the multi-agent architecture.
- Invariance: None. Only the core task description and learned constraints/task specifications remain constant.
- Strategy: Rethink the entire approach. If it was a sequential pipeline, turn it into an autonomous swarm. If it was highly fragmented, design a single ultra-dense prompt. Radical experimentation.",0.43128348886966705,0.0,20260614_094711_656905a0,1520.919
7,0.7687872232,2026-06-14T11:04:07,7.102031015200001,1.0,mutation,328,d42610a2,elk_homerange,1111,True,16,1,0.37102530761824914,0.8058,0.8058,0.7739,20260614_094711_656905a0,"[-0.05166666666666664, -0.05166666666666664, 0.28166666666666673, 0.07333333333333336, -0.25166666666666665, 0.0]",0.790603337581993,"RE-SPECIATION (Systemic Paradigm Shift):
- Objective: The current evolutionary branch is a dead end. Escape entirely.
- Scope: Clean-slate redesign of the multi-agent architecture.
- Invariance: None. Only the core task description and learned constraints/task specifications remain constant.
- Strategy: Rethink the entire approach. If it was a sequential pipeline, turn it into an autonomous swarm. If it was highly fragmented, design a single ultra-dense prompt. Radical experimentation.",0.48795536657174426,0.0,20260614_101232_6cef3ea4,3119.706
,,,,,,0,unknown,unknown,0,False,,0,,,,,,null,,,,,20260614_110432_eb4c51c3,
7,0.5341279856000001,2026-06-14T11:17:50,7.636159000800001,1.0,crossover,427,d42610a2,elk_homerange,1513,True,18,2,0.4057127366672783,0.7635,0.7635,0.7739,20260614_091033_5ae42589;20260614_072935_f4315c51,"[0.20166666666666666, -0.29833333333333334, 0.3683333333333333, 0.07666666666666666, -0.34833333333333333, 0.0]",0.7754759488107567,"RE-SPECIATION (Systemic Paradigm Shift):
- Objective: The current evolutionary branch is a dead end. Escape entirely.
- Scope: Clean-slate redesign of the multi-agent architecture.
- Invariance: None. Only the core task description and learned constraints/task specifications remain constant.
- Strategy: Rethink the entire approach. If it was a sequential pipeline, turn it into an autonomous swarm. If it was highly fragmented, design a single ultra-dense prompt. Radical experimentation.",0.48795536657174426,0.0,20260614_110524_0ea97664,780.647
,,,,,,0,unknown,unknown,0,False,,0,,,,,,null,,,,,20260614_111825_6d310749,
7,0.4998246744,2026-06-14T11:40:17,8.1359836752,1.0,crossover,270,d42610a2,elk_homerange,925,True,20,2,0.3344883876586437,0.8058,0.8058,0.7635,20260614_101232_6cef3ea4;20260614_070831_f1277353,"[-0.05166666666666664, -0.05166666666666664, 0.28166666666666673, 0.07333333333333336, -0.25166666666666665, 0.0]",0.7732920986176746,"RE-SPECIATION (Systemic Paradigm Shift):
- Objective: The current evolutionary branch is a dead end. Escape entirely.
- Scope: Clean-slate redesign of the multi-agent architecture.
- Invariance: None. Only the core task description and learned constraints/task specifications remain constant.
- Strategy: Rethink the entire approach. If it was a sequential pipeline, turn it into an autonomous swarm. If it was highly fragmented, design a single ultra-dense prompt. Radical experimentation.",0.7853489352597128,0.0,20260614_112109_0279a852,1170.812
6,0.45009128879999993,2026-06-14T11:50:16,0.45009128879999993,1.0,mutation,143,86ebf398,dkpes,867,True,0,1,1.0,0.8604,0.8604,0.0,20260512_162504_70ccefbf,"[-0.24222222222222223, 0.2022222222222222, 0.2022222222222222, -0.19777777777777783, 0.03555555555555556, 0.0]",0.8953,"RE-SPECIATION (Systemic Paradigm Shift):
- Objective: The current evolutionary branch is a dead end. Escape entirely.
- Scope: Clean-slate redesign of the multi-agent architecture.
- Invariance: None. Only the core task description and learned constraints/task specifications remain constant.
- Strategy: Rethink the entire approach. If it was a sequential pipeline, turn it into an autonomous swarm. If it was highly fragmented, design a single ultra-dense prompt. Radical experimentation.",0.7923818826675413,0.0,20260614_114438_bb59426c,828.887
6,0.47026579120000017,2026-06-14T12:04:10,0.92035708,1.0,seed,87,86ebf398,dkpes,583,True,1,0,0.27749360464213213,0.7848,0.7848,0.0,,"[-0.08125000000000004, 0.0, 0.29374999999999996, -0.20625000000000004, -0.006250000000000089, 0.0]",0.657973401160533,"RE-SPECIATION (Systemic Paradigm Shift):
- Objective: The current evolutionary branch is a dead end. Escape entirely.
- Scope: Clean-slate redesign of the multi-agent architecture.
- Invariance: None. Only the core task description and learned constraints/task specifications remain constant.
- Strategy: Rethink the entire approach. If it was a sequential pipeline, turn it into an autonomous swarm. If it was highly fragmented, design a single ultra-dense prompt. Radical experimentation.",0.7923818826675413,0.0,20260614_115827_ccdaf47c,877.922
7,0.17542074800000002,2026-06-14T12:24:48,1.0957778280000001,1.0,mutation,210,86ebf398,dkpes,789,True,2,1,0.22861129398214775,0.8164,0.8164,0.8604,20260614_114438_bb59426c,"[-0.12, 0.21333333333333337, 0.21333333333333337, -0.18666666666666665, -0.12, 0.0]",0.8182608673477132,"RE-SPECIATION (Systemic Paradigm Shift):
- Objective: The current evolutionary branch is a dead end. Escape entirely.
- Scope: Clean-slate redesign of the multi-agent architecture.
- Invariance: None. Only the core task description and learned constraints/task specifications remain constant.
- Strategy: Rethink the entire approach. If it was a sequential pipeline, turn it into an autonomous swarm. If it was highly fragmented, design a single ultra-dense prompt. Radical experimentation.",0.4020423036482598,0.0,20260614_121306_e4e7161a,717.889
7,0.23372198,2026-06-14T12:39:49,1.329499808,1.0,mutation,225,86ebf398,dkpes,1161,True,3,1,0.3119880709082102,0.8783,0.8783,0.7848,20260614_115827_ccdaf47c,"[0.08125000000000004, 0.0, 0.20625000000000004, -0.29374999999999996, 0.006250000000000089, 0.0]",0.908725,"RE-SPECIATION (Systemic Paradigm Shift):
- Objective: The current evolutionary branch is a dead end. Escape entirely.
- Scope: Clean-slate redesign of the multi-agent architecture.
- Invariance: None. Only the core task description and learned constraints/task specifications remain constant.
- Strategy: Rethink the entire approach. If it was a sequential pipeline, turn it into an autonomous swarm. If it was highly fragmented, design a single ultra-dense prompt. Radical experimentation.",0.2762359587682617,0.0,20260614_122504_5d81ab5b,907.662
3,0.1335756696,2026-06-14T12:49:16,1.4630754776,0.232580760286914,mutation,153,86ebf398,dkpes,991,True,4,1,0.2778574672722995,0.8338,0.8338,0.8783,20260614_122504_5d81ab5b,"[-0.050000000000000044, 0.0, 0.19999999999999996, -0.050000000000000044, -0.10000000000000009, 0.0]",0.8480007142271857,"EXPLOITATION (Point Mutation):
- Objective: Micro-tune the current high-performing lineage.
- Scope: Modify only minor phrasing, system instructions, or prompt adjectives.
- Invariance: DO NOT alter the agent graph, agent roles, tool definitions, or handoff structures.
- Strategy: Keep 90% of the prompt identical. Optimize for nuance and alignment.",0.232580760286914,0.2,20260614_124012_a8903c42,568.904
1,0.1330119632,2026-06-14T12:57:50,1.5960874407999999,0.2087450184755854,mutation,89,86ebf398,dkpes,881,True,5,1,0.3592293972457676,0.4432,0.4432,0.7848,20260614_115827_ccdaf47c,"[-0.28541666666666665, 0.0, 0.25625, -0.16041666666666665, 0.18958333333333333, 0.0]",0.5824,"EXPLOITATION (Point Mutation):
- Objective: Micro-tune the current high-performing lineage.
- Scope: Modify only minor phrasing, system instructions, or prompt adjectives.
- Invariance: DO NOT alter the agent graph, agent roles, tool definitions, or handoff structures.
- Strategy: Keep 90% of the prompt identical. Optimize for nuance and alignment.",0.2087450184755854,0.2,20260614_124942_1e319884,507.042
1,0.368803072,2026-06-14T13:21:39,1.9648905127999998,0.18935970796479115,mutation,147,86ebf398,dkpes,531,True,6,1,0.2728462161182558,0.8653,0.8653,0.8604,20260614_114438_bb59426c,"[-0.03111111111111109, 0.19111111111111112, 0.19111111111111112, -0.2088888888888889, -0.14222222222222225, 0.0]",0.8388579955247144,"EXPLOITATION (Point Mutation):
- Objective: Micro-tune the current high-performing lineage.
- Scope: Modify only minor phrasing, system instructions, or prompt adjectives.
- Invariance: DO NOT alter the agent graph, agent roles, tool definitions, or handoff structures.
- Strategy: Keep 90% of the prompt identical. Optimize for nuance and alignment.",0.18935970796479115,0.2,20260614_125809_329c729c,1431.809
1,0.27981233839999997,2026-06-14T13:38:09,2.2447028511999996,0.18935970796479115,crossover,258,86ebf398,dkpes,934,True,7,2,0.2411406232586701,0.8555,0.8555,0.8604,20260614_124942_1e319884;20260614_122504_5d81ab5b,"[-0.07499999999999996, 0.0, 0.17500000000000004, -0.07499999999999996, -0.02499999999999991, 0.0]",0.8014671641897708,"EXPLOITATION (Point Mutation):
- Objective: Micro-tune the current high-performing lineage.
- Scope: Modify only minor phrasing, system instructions, or prompt adjectives.
- Invariance: DO NOT alter the agent graph, agent roles, tool definitions, or handoff structures.
- Strategy: Keep 90% of the prompt identical. Optimize for nuance and alignment.",0.18935970796479115,0.2,20260614_132201_24189bb5,990.83
1,0.2820070232,2026-06-14T13:52:31,2.5267098743999994,0.31167393094963497,mutation,273,86ebf398,dkpes,848,True,8,1,0.3647886357443902,0.8772,0.8772,0.8555,20260614_132201_24189bb5,"[-0.13749999999999996, 0.0, 0.11250000000000004, 0.11250000000000004, -0.08749999999999991, 0.0]",0.9047834538043527,"EXPLOITATION (Point Mutation):
- Objective: Micro-tune the current high-performing lineage.
- Scope: Modify only minor phrasing, system instructions, or prompt adjectives.
- Invariance: DO NOT alter the agent graph, agent roles, tool definitions, or handoff structures.
- Strategy: Keep 90% of the prompt identical. Optimize for nuance and alignment.",0.31167393094963497,0.2,20260614_133832_9ad83e80,865.265
,,,,,,0,unknown,unknown,0,False,,0,,,,,,null,,,,,20260614_135258_645ce92f,
7,0.1914141848,2026-06-14T14:04:53,2.7181240591999996,1.0,crossover,236,86ebf398,dkpes,791,True,10,2,0.44173747692082627,0.7831,0.7831,0.8338,20260614_124012_a8903c42;20260614_125809_329c729c,"[-0.30000000000000004, 0.0, 0.19999999999999996, 0.19999999999999996, -0.10000000000000009, 0.0]",0.837325,"RE-SPECIATION (Systemic Paradigm Shift):
- Objective: The current evolutionary branch is a dead end. Escape entirely.
- Scope: Clean-slate redesign of the multi-agent architecture.
- Invariance: None. Only the core task description and learned constraints/task specifications remain constant.
- Strategy: Rethink the entire approach. If it was a sequential pipeline, turn it into an autonomous swarm. If it was highly fragmented, design a single ultra-dense prompt. Radical experimentation.",0.46514116062058325,0.0,20260614_135713_a6b079ef,483.627
7,0.2661738288,2026-06-14T14:17:41,2.9842978879999995,1.0,crossover,253,86ebf398,dkpes,577,True,11,2,0.3427061448039166,0.8833,0.8833,0.8338,20260614_135713_a6b079ef;20260614_121306_e4e7161a,"[-0.23124999999999996, 0.0, 0.14375000000000004, 0.14375000000000004, -0.05624999999999991, 0.0]",0.8564285146490076,"RE-SPECIATION (Systemic Paradigm Shift):
- Objective: The current evolutionary branch is a dead end. Escape entirely.
- Scope: Clean-slate redesign of the multi-agent architecture.
- Invariance: None. Only the core task description and learned constraints/task specifications remain constant.
- Strategy: Rethink the entire approach. If it was a sequential pipeline, turn it into an autonomous swarm. If it was highly fragmented, design a single ultra-dense prompt. Radical experimentation.",0.46514116062058325,0.0,20260614_140516_f46fba8d,763.399
7,0.18001492000000002,2026-06-14T14:27:40,3.1643128079999996,1.0,crossover,212,86ebf398,dkpes,739,True,12,2,0.31592961317932394,0.8049,0.8049,0.8338,20260614_125809_329c729c;20260614_132201_24189bb5,"[-0.24888888888888883, 0.1955555555555556, 0.1955555555555556, -0.004444444444444362, -0.13777777777777778, 0.0]",0.7968087846087669,"RE-SPECIATION (Systemic Paradigm Shift):
- Objective: The current evolutionary branch is a dead end. Escape entirely.
- Scope: Clean-slate redesign of the multi-agent architecture.
- Invariance: None. Only the core task description and learned constraints/task specifications remain constant.
- Strategy: Rethink the entire approach. If it was a sequential pipeline, turn it into an autonomous swarm. If it was highly fragmented, design a single ultra-dense prompt. Radical experimentation.",0.46514116062058325,0.0,20260614_141800_a92d6990,596.712
,,,,,,0,unknown,unknown,0,False,,0,,,,,,null,,,,,_verifier_tmp,
7,0.0,2026-06-14T13:57:12,2.5267098743999994,1.0,mutation,0,86ebf398,dkpes,0,False,9,1,,0.0,0.0,0.8338,20260614_124012_a8903c42,[],,"RE-SPECIATION (Systemic Paradigm Shift):
- Objective: The current evolutionary branch is a dead end. Escape entirely.
- Scope: Clean-slate redesign of the multi-agent architecture.
- Invariance: None. Only the core task description and learned constraints/task specifications remain constant.
- Strategy: Rethink the entire approach. If it was a sequential pipeline, turn it into an autonomous swarm. If it was highly fragmented, design a single ultra-dense prompt. Radical experimentation.",0.46514116062058325,0.0,generation_failed,254.441
