agent_budget,effective_boldness,evolution_kind,for_iteration,from_uuid,goal_id,parent_score,parent_uuids,scope_band,stagnation,success_rate,timestamp
6,0.5900891025861105,crossover,18,generation_failed,86ebf398,0.8622,20260614_044751_c39ce7a5;20260614_041941_2ab70dc1,"ADAPTATION (Component Overhaul):
- Objective: Major behavioral adjustment to fix localized stagnation.
- Scope: Completely rewrite the system prompts of lagging or failing agents. Swap, add, or deprecate specific tools.
- Invariance: Maintain the structural routing/topology of the multi-agent graph.
- Strategy: Retain the overall workflow architecture, but radically re-engineer how individual nodes think and execute.",0.5900891025861105,0.2,2026-06-14T03:03:24.588337
6,0.7005924847390915,mutation,19,20260614_050324_d03f3aa5,2baa33b1,0.7663,20260614_050324_d03f3aa5,"EXPLORATION (Macro Structural Mutation):
- Objective: Break out of a severe local minimum or chronic structural failure.
- Scope: Mutate the graph topology. Add a new specialized agent, merge two redundant agents, or change the routing logic.
- Invariance: Keep the fundamental task goal, but completely change the operational workflow.
- Strategy: Restructure the cognitive pipeline. Introduce parallel processing, voting consensus, or multi-step validation loops.",0.7005924847390915,0.2,2026-06-14T03:33:27.927044
7,1.0,seed,1,generation_failed,86ebf398,0.0,,"RE-SPECIATION (Systemic Paradigm Shift):
- Objective: The current evolutionary branch is a dead end. Escape entirely.
- Scope: Clean-slate redesign of the multi-agent architecture.
- Invariance: None. Only the core task description and learned constraints/task specifications remain constant.
- Strategy: Rethink the entire approach. If it was a sequential pipeline, turn it into an autonomous swarm. If it was highly fragmented, design a single ultra-dense prompt. Radical experimentation.",0.7981810602876873,0.0,2026-06-14T04:08:29.771437
5,0.660596983300315,mutation,2,20260614_060829_fb77e635,d42610a2,0.8157,20260614_060829_fb77e635,"EXPLORATION (Macro Structural Mutation):
- Objective: Break out of a severe local minimum or chronic structural failure.
- Scope: Mutate the graph topology. Add a new specialized agent, merge two redundant agents, or change the routing logic.
- Invariance: Keep the fundamental task goal, but completely change the operational workflow.
- Strategy: Restructure the cognitive pipeline. Introduce parallel processing, voting consensus, or multi-step validation loops.",0.660596983300315,0.2,2026-06-14T04:40:58.599116
5,0.660596983300315,crossover,3,20260614_064058_b3f1d33b,d42610a2,0.8157,20260614_064058_b3f1d33b;20260614_060829_fb77e635,"EXPLORATION (Macro Structural Mutation):
- Objective: Break out of a severe local minimum or chronic structural failure.
- Scope: Mutate the graph topology. Add a new specialized agent, merge two redundant agents, or change the routing logic.
- Invariance: Keep the fundamental task goal, but completely change the operational workflow.
- Strategy: Restructure the cognitive pipeline. Introduce parallel processing, voting consensus, or multi-step validation loops.",0.660596983300315,0.2,2026-06-14T05:08:31.218395
1,0.4969825347264606,mutation,4,20260614_070831_f1277353,d42610a2,0.4875,20260614_070831_f1277353,"ALIGNMENT (Interface Optimization):
- Objective: Smooth out execution friction and coordination errors between nodes.
- Scope: Update agent handoff prompts, context-passing schemas, or tool usage instructions.
- Invariance: Keep the macro-topology and core agent identities exactly as they are.
- Strategy: Focus heavily on clarifying the input/output boundaries and communication contracts between agents.",0.4969825347264606,0.2,2026-06-14T05:26:21.975461
2,0.4969825347264606,mutation,5,generation_failed,86ebf398,0.4875,20260614_070831_f1277353,"ALIGNMENT (Interface Optimization):
- Objective: Smooth out execution friction and coordination errors between nodes.
- Scope: Update agent handoff prompts, context-passing schemas, or tool usage instructions.
- Invariance: Keep the macro-topology and core agent identities exactly as they are.
- Strategy: Focus heavily on clarifying the input/output boundaries and communication contracts between agents.",0.4969825347264606,0.2,2026-06-14T05:29:35.678212
4,0.42853993177413924,mutation,6,20260614_072935_f4315c51,d42610a2,0.4875,20260614_072935_f4315c51,"ALIGNMENT (Interface Optimization):
- Objective: Smooth out execution friction and coordination errors between nodes.
- Scope: Update agent handoff prompts, context-passing schemas, or tool usage instructions.
- Invariance: Keep the macro-topology and core agent identities exactly as they are.
- Strategy: Focus heavily on clarifying the input/output boundaries and communication contracts between agents.",0.42853993177413924,0.2,2026-06-14T06:00:43.745002
4,0.42853993177413924,crossover,7,generation_failed,86ebf398,0.4875,20260614_072935_f4315c51;20260614_070831_f1277353,"ALIGNMENT (Interface Optimization):
- Objective: Smooth out execution friction and coordination errors between nodes.
- Scope: Update agent handoff prompts, context-passing schemas, or tool usage instructions.
- Invariance: Keep the macro-topology and core agent identities exactly as they are.
- Strategy: Focus heavily on clarifying the input/output boundaries and communication contracts between agents.",0.42853993177413924,0.2,2026-06-14T06:05:38.536100
4,0.42853993177413924,crossover,8,generation_failed,86ebf398,0.4875,20260614_072935_f4315c51;20260614_064058_b3f1d33b,"ALIGNMENT (Interface Optimization):
- Objective: Smooth out execution friction and coordination errors between nodes.
- Scope: Update agent handoff prompts, context-passing schemas, or tool usage instructions.
- Invariance: Keep the macro-topology and core agent identities exactly as they are.
- Strategy: Focus heavily on clarifying the input/output boundaries and communication contracts between agents.",0.42853993177413924,0.2,2026-06-14T06:08:14.716969
2,0.37693958812289763,mutation,9,20260614_080814_8ef5cf82,d42610a2,0.7523,20260614_080814_8ef5cf82,"ALIGNMENT (Interface Optimization):
- Objective: Smooth out execution friction and coordination errors between nodes.
- Scope: Update agent handoff prompts, context-passing schemas, or tool usage instructions.
- Invariance: Keep the macro-topology and core agent identities exactly as they are.
- Strategy: Focus heavily on clarifying the input/output boundaries and communication contracts between agents.",0.37693958812289763,0.2,2026-06-14T06:45:18.055960
2,0.37693958812289763,crossover,10,20260614_084518_2778c06d,d42610a2,0.7523,20260614_084518_2778c06d;20260614_080814_8ef5cf82,"ALIGNMENT (Interface Optimization):
- Objective: Smooth out execution friction and coordination errors between nodes.
- Scope: Update agent handoff prompts, context-passing schemas, or tool usage instructions.
- Invariance: Keep the macro-topology and core agent identities exactly as they are.
- Strategy: Focus heavily on clarifying the input/output boundaries and communication contracts between agents.",0.37693958812289763,0.2,2026-06-14T07:10:33.287670
7,1.0,mutation,11,20260614_091033_5ae42589,d42610a2,0.7032,20260614_084518_2778c06d,"RE-SPECIATION (Systemic Paradigm Shift):
- Objective: The current evolutionary branch is a dead end. Escape entirely.
- Scope: Clean-slate redesign of the multi-agent architecture.
- Invariance: None. Only the core task description and learned constraints/task specifications remain constant.
- Strategy: Rethink the entire approach. If it was a sequential pipeline, turn it into an autonomous swarm. If it was highly fragmented, design a single ultra-dense prompt. Radical experimentation.",0.43128348886966705,0.0,2026-06-14T07:31:26.056294
7,1.0,mutation,12,generation_failed,86ebf398,0.8012,20260614_091033_5ae42589,"RE-SPECIATION (Systemic Paradigm Shift):
- Objective: The current evolutionary branch is a dead end. Escape entirely.
- Scope: Clean-slate redesign of the multi-agent architecture.
- Invariance: None. Only the core task description and learned constraints/task specifications remain constant.
- Strategy: Rethink the entire approach. If it was a sequential pipeline, turn it into an autonomous swarm. If it was highly fragmented, design a single ultra-dense prompt. Radical experimentation.",0.43128348886966705,0.0,2026-06-14T07:33:28.842034
7,1.0,mutation,13,generation_failed,86ebf398,0.4875,20260614_072935_f4315c51,"RE-SPECIATION (Systemic Paradigm Shift):
- Objective: The current evolutionary branch is a dead end. Escape entirely.
- Scope: Clean-slate redesign of the multi-agent architecture.
- Invariance: None. Only the core task description and learned constraints/task specifications remain constant.
- Strategy: Rethink the entire approach. If it was a sequential pipeline, turn it into an autonomous swarm. If it was highly fragmented, design a single ultra-dense prompt. Radical experimentation.",0.43128348886966705,0.0,2026-06-14T07:39:28.903630
6,1.0,mutation,14,generation_failed,86ebf398,0.8012,20260614_091033_5ae42589,"RE-SPECIATION (Systemic Paradigm Shift):
- Objective: The current evolutionary branch is a dead end. Escape entirely.
- Scope: Clean-slate redesign of the multi-agent architecture.
- Invariance: None. Only the core task description and learned constraints/task specifications remain constant.
- Strategy: Rethink the entire approach. If it was a sequential pipeline, turn it into an autonomous swarm. If it was highly fragmented, design a single ultra-dense prompt. Radical experimentation.",0.43128348886966705,0.0,2026-06-14T07:43:16.968093
6,1.0,crossover,15,generation_failed,86ebf398,0.8012,20260614_091033_5ae42589;20260614_084518_2778c06d,"RE-SPECIATION (Systemic Paradigm Shift):
- Objective: The current evolutionary branch is a dead end. Escape entirely.
- Scope: Clean-slate redesign of the multi-agent architecture.
- Invariance: None. Only the core task description and learned constraints/task specifications remain constant.
- Strategy: Rethink the entire approach. If it was a sequential pipeline, turn it into an autonomous swarm. If it was highly fragmented, design a single ultra-dense prompt. Radical experimentation.",0.43128348886966705,0.0,2026-06-14T07:47:11.087813
7,1.0,mutation,16,20260614_094711_656905a0,d42610a2,0.7739,20260614_094711_656905a0,"RE-SPECIATION (Systemic Paradigm Shift):
- Objective: The current evolutionary branch is a dead end. Escape entirely.
- Scope: Clean-slate redesign of the multi-agent architecture.
- Invariance: None. Only the core task description and learned constraints/task specifications remain constant.
- Strategy: Rethink the entire approach. If it was a sequential pipeline, turn it into an autonomous swarm. If it was highly fragmented, design a single ultra-dense prompt. Radical experimentation.",0.48795536657174426,0.0,2026-06-14T08:12:32.551220
7,1.0,crossover,17,20260614_101232_6cef3ea4,d42610a2,0.7739,20260614_101232_6cef3ea4;20260614_094711_656905a0,"RE-SPECIATION (Systemic Paradigm Shift):
- Objective: The current evolutionary branch is a dead end. Escape entirely.
- Scope: Clean-slate redesign of the multi-agent architecture.
- Invariance: None. Only the core task description and learned constraints/task specifications remain constant.
- Strategy: Rethink the entire approach. If it was a sequential pipeline, turn it into an autonomous swarm. If it was highly fragmented, design a single ultra-dense prompt. Radical experimentation.",0.48795536657174426,0.0,2026-06-14T09:04:32.271847
7,1.0,crossover,18,generation_failed,86ebf398,0.7739,20260614_091033_5ae42589;20260614_072935_f4315c51,"RE-SPECIATION (Systemic Paradigm Shift):
- Objective: The current evolutionary branch is a dead end. Escape entirely.
- Scope: Clean-slate redesign of the multi-agent architecture.
- Invariance: None. Only the core task description and learned constraints/task specifications remain constant.
- Strategy: Rethink the entire approach. If it was a sequential pipeline, turn it into an autonomous swarm. If it was highly fragmented, design a single ultra-dense prompt. Radical experimentation.",0.48795536657174426,0.0,2026-06-14T09:05:24.263356
7,1.0,mutation,19,20260614_110524_0ea97664,d42610a2,0.7635,20260614_110524_0ea97664,"RE-SPECIATION (Systemic Paradigm Shift):
- Objective: The current evolutionary branch is a dead end. Escape entirely.
- Scope: Clean-slate redesign of the multi-agent architecture.
- Invariance: None. Only the core task description and learned constraints/task specifications remain constant.
- Strategy: Rethink the entire approach. If it was a sequential pipeline, turn it into an autonomous swarm. If it was highly fragmented, design a single ultra-dense prompt. Radical experimentation.",0.7853489352597128,0.0,2026-06-14T09:18:25.454385
7,1.0,crossover,20,generation_failed,86ebf398,0.7635,20260614_101232_6cef3ea4;20260614_070831_f1277353,"RE-SPECIATION (Systemic Paradigm Shift):
- Objective: The current evolutionary branch is a dead end. Escape entirely.
- Scope: Clean-slate redesign of the multi-agent architecture.
- Invariance: None. Only the core task description and learned constraints/task specifications remain constant.
- Strategy: Rethink the entire approach. If it was a sequential pipeline, turn it into an autonomous swarm. If it was highly fragmented, design a single ultra-dense prompt. Radical experimentation.",0.7853489352597128,0.0,2026-06-14T09:21:09.827525
6,1.0,seed,1,20260614_114438_bb59426c,86ebf398,0.0,,"RE-SPECIATION (Systemic Paradigm Shift):
- Objective: The current evolutionary branch is a dead end. Escape entirely.
- Scope: Clean-slate redesign of the multi-agent architecture.
- Invariance: None. Only the core task description and learned constraints/task specifications remain constant.
- Strategy: Rethink the entire approach. If it was a sequential pipeline, turn it into an autonomous swarm. If it was highly fragmented, design a single ultra-dense prompt. Radical experimentation.",0.7923818826675413,0.0,2026-06-14T09:58:27.589240
7,1.0,mutation,2,20260614_115827_ccdaf47c,86ebf398,0.8604,20260614_114438_bb59426c,"RE-SPECIATION (Systemic Paradigm Shift):
- Objective: The current evolutionary branch is a dead end. Escape entirely.
- Scope: Clean-slate redesign of the multi-agent architecture.
- Invariance: None. Only the core task description and learned constraints/task specifications remain constant.
- Strategy: Rethink the entire approach. If it was a sequential pipeline, turn it into an autonomous swarm. If it was highly fragmented, design a single ultra-dense prompt. Radical experimentation.",0.4020423036482598,0.0,2026-06-14T10:13:06.058708
7,1.0,mutation,3,20260614_121306_e4e7161a,86ebf398,0.7848,20260614_115827_ccdaf47c,"RE-SPECIATION (Systemic Paradigm Shift):
- Objective: The current evolutionary branch is a dead end. Escape entirely.
- Scope: Clean-slate redesign of the multi-agent architecture.
- Invariance: None. Only the core task description and learned constraints/task specifications remain constant.
- Strategy: Rethink the entire approach. If it was a sequential pipeline, turn it into an autonomous swarm. If it was highly fragmented, design a single ultra-dense prompt. Radical experimentation.",0.2762359587682617,0.0,2026-06-14T10:25:04.486243
3,0.232580760286914,mutation,4,20260614_122504_5d81ab5b,86ebf398,0.8783,20260614_122504_5d81ab5b,"EXPLOITATION (Point Mutation):
- Objective: Micro-tune the current high-performing lineage.
- Scope: Modify only minor phrasing, system instructions, or prompt adjectives.
- Invariance: DO NOT alter the agent graph, agent roles, tool definitions, or handoff structures.
- Strategy: Keep 90% of the prompt identical. Optimize for nuance and alignment.",0.232580760286914,0.2,2026-06-14T10:40:12.687700
1,0.2087450184755854,mutation,5,20260614_124012_a8903c42,86ebf398,0.7848,20260614_115827_ccdaf47c,"EXPLOITATION (Point Mutation):
- Objective: Micro-tune the current high-performing lineage.
- Scope: Modify only minor phrasing, system instructions, or prompt adjectives.
- Invariance: DO NOT alter the agent graph, agent roles, tool definitions, or handoff structures.
- Strategy: Keep 90% of the prompt identical. Optimize for nuance and alignment.",0.2087450184755854,0.2,2026-06-14T10:49:42.121096
1,0.18935970796479115,mutation,6,20260614_124942_1e319884,86ebf398,0.8604,20260614_114438_bb59426c,"EXPLOITATION (Point Mutation):
- Objective: Micro-tune the current high-performing lineage.
- Scope: Modify only minor phrasing, system instructions, or prompt adjectives.
- Invariance: DO NOT alter the agent graph, agent roles, tool definitions, or handoff structures.
- Strategy: Keep 90% of the prompt identical. Optimize for nuance and alignment.",0.18935970796479115,0.2,2026-06-14T10:58:09.690450
1,0.18935970796479115,crossover,7,20260614_125809_329c729c,86ebf398,0.8604,20260614_124942_1e319884;20260614_122504_5d81ab5b,"EXPLOITATION (Point Mutation):
- Objective: Micro-tune the current high-performing lineage.
- Scope: Modify only minor phrasing, system instructions, or prompt adjectives.
- Invariance: DO NOT alter the agent graph, agent roles, tool definitions, or handoff structures.
- Strategy: Keep 90% of the prompt identical. Optimize for nuance and alignment.",0.18935970796479115,0.2,2026-06-14T11:22:01.508117
1,0.31167393094963497,mutation,8,20260614_132201_24189bb5,86ebf398,0.8555,20260614_132201_24189bb5,"EXPLOITATION (Point Mutation):
- Objective: Micro-tune the current high-performing lineage.
- Scope: Modify only minor phrasing, system instructions, or prompt adjectives.
- Invariance: DO NOT alter the agent graph, agent roles, tool definitions, or handoff structures.
- Strategy: Keep 90% of the prompt identical. Optimize for nuance and alignment.",0.31167393094963497,0.2,2026-06-14T11:38:32.864281
7,1.0,mutation,9,20260614_133832_9ad83e80,86ebf398,0.8338,20260614_124012_a8903c42,"RE-SPECIATION (Systemic Paradigm Shift):
- Objective: The current evolutionary branch is a dead end. Escape entirely.
- Scope: Clean-slate redesign of the multi-agent architecture.
- Invariance: None. Only the core task description and learned constraints/task specifications remain constant.
- Strategy: Rethink the entire approach. If it was a sequential pipeline, turn it into an autonomous swarm. If it was highly fragmented, design a single ultra-dense prompt. Radical experimentation.",0.46514116062058325,0.0,2026-06-14T11:52:58.644934
7,1.0,crossover,10,generation_failed,86ebf398,0.8338,20260614_124012_a8903c42;20260614_125809_329c729c,"RE-SPECIATION (Systemic Paradigm Shift):
- Objective: The current evolutionary branch is a dead end. Escape entirely.
- Scope: Clean-slate redesign of the multi-agent architecture.
- Invariance: None. Only the core task description and learned constraints/task specifications remain constant.
- Strategy: Rethink the entire approach. If it was a sequential pipeline, turn it into an autonomous swarm. If it was highly fragmented, design a single ultra-dense prompt. Radical experimentation.",0.46514116062058325,0.0,2026-06-14T11:57:13.095051
7,1.0,crossover,11,20260614_135713_a6b079ef,86ebf398,0.8338,20260614_135713_a6b079ef;20260614_121306_e4e7161a,"RE-SPECIATION (Systemic Paradigm Shift):
- Objective: The current evolutionary branch is a dead end. Escape entirely.
- Scope: Clean-slate redesign of the multi-agent architecture.
- Invariance: None. Only the core task description and learned constraints/task specifications remain constant.
- Strategy: Rethink the entire approach. If it was a sequential pipeline, turn it into an autonomous swarm. If it was highly fragmented, design a single ultra-dense prompt. Radical experimentation.",0.46514116062058325,0.0,2026-06-14T12:05:16.730689
7,1.0,crossover,12,20260614_140516_f46fba8d,86ebf398,0.8338,20260614_125809_329c729c;20260614_132201_24189bb5,"RE-SPECIATION (Systemic Paradigm Shift):
- Objective: The current evolutionary branch is a dead end. Escape entirely.
- Scope: Clean-slate redesign of the multi-agent architecture.
- Invariance: None. Only the core task description and learned constraints/task specifications remain constant.
- Strategy: Rethink the entire approach. If it was a sequential pipeline, turn it into an autonomous swarm. If it was highly fragmented, design a single ultra-dense prompt. Radical experimentation.",0.46514116062058325,0.0,2026-06-14T12:18:00.143587
3,0.6465620845556258,mutation,13,20260614_141800_a92d6990,86ebf398,0.8833,20260614_140516_f46fba8d,"ADAPTATION (Component Overhaul):
- Objective: Major behavioral adjustment to fix localized stagnation.
- Scope: Completely rewrite the system prompts of lagging or failing agents. Swap, add, or deprecate specific tools.
- Invariance: Maintain the structural routing/topology of the multi-agent graph.
- Strategy: Retain the overall workflow architecture, but radically re-engineer how individual nodes think and execute.",0.6465620845556258,0.2,2026-06-14T12:27:57.442273
